2,6578675,56,27,24,14,39,27,0,0,0,0,0,0,0:0:0.0
2,6578775,56,27,24,14,39,27,0,0,0,0,0,0,0:0:0.0
2,6578875,56,28,28,13,40,28,0,0,0,0,0,0,0:0:0.0
2,6578979,56,28,28,13,40,28,0,0,0,0,0,0,0:0:0.0
2,6579075,56,28,28,13,40,28,0,0,0,0,0,0,0:0:0.0
2,6579175,56,28,28,13,40,28,0,0,0,0,0,0,0:0:0.0
2,6579275,56,28,28,13,40,28,0,0,0,0,0,0,0:0:0.0
2,6579375,55,29,28,11,42,28,0,0,0,0,0,0,0:0:0.0
2,6579475,55,29,28,11,42,28,0,0,0,0,0,0,0:0:0.0
2,6579575,55,29,28,11,42,28,0,0,0,0,0,0,0:0:0.0
2,6579675,55,29,28,11,42,28,0,0,0,0,0,0,0:0:0.0
2,6579775,54,27,25,17,42,27,0,0,0,0,0,0,0:0:0.0
2,6579875,54,27,25,17,42,27,0,0,0,0,0,0,0:0:0.0
2,6579975,54,27,25,17,42,27,0,0,0,0,0,0,0:0:0.0
2,6580075,54,27,25,17,42,27,0,0,0,0,0,0,0:0:0.0
2,6580175,54,27,25,17,42,27,0,0,0,0,0,0,0:0:0.0
2,6580275,52,27,20,17,38,30,0,0,0,0,0,0,0:0:0.0
2,6580375,52,27,20,17,38,30,0,0,0,0,0,0,0:0:0.0
2,6580477,52,27,20,17,38,30,0,0,0,0,0,0,0:0:0.0
2,6580575,52,27,20,17,38,30,0,0,0,0,0,0,0:0:0.0
2,6580676,52,27,20,17,38,30,0,0,0,0,0,0,0:0:0.0
2,6580775,54,25,23,17,40,29,0,0,0,0,0,0,0:0:0.0
2,6580875,54,25,23,17,40,29,0,0,0,0,0,0,0:0:0.0
2,6580975,54,25,23,17,40,29,0,0,0,0,0,0,0:0:0.0
2,6581075,54,25,23,17,40,29,0,0,0,0,0,0,0:0:0.0
2,6581176,54,25,23,17,40,29,0,0,0,0,0,0,0:0:0.0
2,6581276,53,24,23,14,40,25,0,0,0,0,0,0,0:0:0.0
2,6581375,53,24,23,14,40,25,0,0,0,0,0,0,0:0:0.0
2,6581475,53,24,23,14,40,25,0,0,0,0,0,0,0:0:0.0
2,6581575,53,24,23,14,40,25,0,0,0,0,0,0,0:0:0.0
2,6581676,55,26,23,20,41,30,0,0,0,0,0,0,0:0:0.0
2,6581776,55,26,23,20,41,30,0,0,0,0,0,0,0:0:0.0
2,6581875,55,26,23,20,41,30,0,0,0,0,0,0,0:0:0.0
2,6581975,55,26,23,20,41,30,0,0,0,0,0,0,0:0:0.0
